Target,Source
E2F1,POLR3F 
E2F1,POLR2C 
E2F1,PLEKHF2 
E2F1,PLEKHB1 
E2F1,PLAUR 
E2F1,PLAU 
E2F1,PIK3R5 
E2F1,PIH1D1 
E2F1,PIGB 
E2F1,PHLDB1 
E2F1,PFN2 
E2F1,PFDN5 
E2F1,PFAS 
E2F1,PEX5 
E2F1,PES1 
E2F1,PEF1 
E2F1,PDZK1IP1 
E2F1,PDXK 
E2F1,PDPN 
E2F1,PCOLCE 
E2F1,PAX2 
E2F1,PAPPA 
E2F1,PALB2 
E2F1,P2RY4 
E2F1,OXTR 
E2F1,OPN3 
E2F1,OLFML3 
E2F1,OLFML1 
E2F1,OCA2 
E2F1,OAS2 
E2F1,NUPR1 
E2F1,NUDT4 
E2F1,NT5DC3 
E2F1,NPTX2 
E2F1,NPPA 
E2F1,NOL9 
E2F1,NOL3 
E2F1,NIPSNAP1 
E2F1,NIP7 
E2F1,NEK4 
E2F1,NEK2 
E2F1,NDUFV1 
E2F1,NDUFAB1 
E2F1,NDUFA7 
E2F1,NDUFA1 
E2F1,NDRG4 
E2F1,NCOA4 
E2F1,NCL 
E2F1,NAIP 
E2F1,NAGK 
E2F1,MYH6 
E2F1,MXI1 
E2F1,WRAP73 
E2F1,WDR76 
E2F1,VCP 
E2F1,USPL1 
E2F1,TRIP12 
E2F1,TMX2 
E2F1,TAF11 
E2F1,SYNE2 
E2F1,SUZ12 
E2F1,SUGP2 
E2F1,SRSF8 
E2F1,SMC4 
E2F1,SEZ6L2 
E2F1,SEPHS1 
E2F1,SCN8A 
E2F1,RTN4 
E2F1,RRM1 
E2F1,RFC3 
E2F1,RAB40C 
E2F1,PRRG3 
E2F1,PRKDC 
E2F1,PPAT 
E2F1,POLE2 
E2F1,PEG3 
E2F1,PDIA3 
E2F1,PDE8A 
E2F1,NDUFC1 
E2F1,NDC80 
E2F1,N4BP2L1 
E2F1,N4BP1 
E2F1,MYB 
E2F1,MUM1 
E2F1,MTHFD1 
E2F1,MSH2 
E2F1,MPPED2 
E2F1,MMP15 
E2F1,MCM9 
E2F1,LPAR2 
E2F1,LOC81691 
E2F1,HOXB9 
E2F1,HLTF 
E2F1,HIVEP1 
E2F1,HAT1 
E2F1,GPX4 
E2F1,EXOSC9 
E2F1,ERH 
E2F1,DUT 
E2F1,DOCK9 
E2F1,DCTN3 
E2F1,DBF4 
E2F1,CLIP1 
E2F1,CDK1 
E2F1,CDC45 
E2F1,CCP110 
E2F1,CCNE2 
E2F1,CCND1 
E2F1,CBS 
E2F1,ATP5F1 
E2F1,ARMC4 
E2F1,ARHGEF17 
E2F1,ANKRD27 
E2F1,ADAMTS1 
E2F1,MUT 
E2F1,MT1X 
E2F1,MRPL42 
E2F1,MRPL40 
E2F1,MRPL3 
E2F1,MRAS 
E2F1,MPST 
E2F1,MPO 
E2F1,MPHOSPH10 
E2F1,MPG 
E2F1,MOSPD3 
E2F1,MMP14 
E2F1,MLH1 
E2F1,MIPEP 
E2F1,MED17 
E2F1,MAPRE1 
E2F1,MAPK6 
E2F1,MAP4K5 
E2F1,MAP3K14 
E2F1,MAP2K6 
E2F1,MAP1A 
E2F1,MAGEF1 
E2F1,MAGEC3 
E2F1,M6PR 
E2F1,LRRN2 
E2F1,LPGAT1 
E2F1,LOXL1 
E2F1,LOC51145 
E2F1,LMO1 
E2F1,LIPC 
E2F1,LBR 
E2F1,KRT75 
E2F1,KRT6A 
E2F1,KRT31 
E2F1,KLK3 
E2F1,KLHL29 
E2F1,KLF10 
E2F1,KISS1 
E2F1,KIF24 
E2F1,KDM4C 
E2F1,KCNK10 
E2F1,KCNJ2 
E2F1,KCNJ16 
E2F1,KCNC4 
E2F1,JRK 
E2F1,JPH2 
E2F1,ITIH1 
E2F1,ITGAL 
E2F1,IQCK 
E2F1,INHBE 
E2F1,IL1B 
E2F1,IL1A 
E2F1,IL12RB1 
E2F1,IL10 
E2F1,IKZF1 
E2F1,IER3 
E2F1,ID3 
E2F1,IAPP 
E2F1,HUNK 
E2F1,HTR1F 
E2F1,HSPD1 
E2F1,HSPA14 
E2F1,HPS4 
E2F1,HOXB8 
E2F1,HMGN4 
E2F1,HMGB1 
E2F1,HK1 
E2F1,HIST3H3 
E2F1,HIST1H3A 
E2F1,HIST1H2BL 
E2F1,HIST1H2AE 
E2F1,HFE 
E2F1,HERPUD1 
E2F1,HBZ 
E2F1,HBE1 
E2F1,GSTM2 
E2F1,GRIK5 
E2F1,GRIA4 
E2F1,GRAMD4 
E2F1,GPX3 
E2F1,GPX2 
E2F1,GPD2 
E2F1,GNAI1 
E2F1,GJC1 
E2F1,GINS3 
E2F1,GGT5 
E2F1,GDI2 
E2F1,GCLM 
E2F1,GCHFR 
E2F1,GATA3 
E2F1,GALNT2 
E2F1,GALK2 
E2F1,GALC 
E2F1,FPR1 
E2F1,FOXA2 
E2F1,FHIT 
E2F1,FH 
E2F1,FGG 
E2F1,FEN1 
E2F1,FAM184A 
E2F1,FAIM 
E2F1,ERCC8 
E2F1,ENPEP 
E2F1,ENAH 
E2F1,EN1 
E2F1,EIF4A3 
E2F1,EIF3J 
E2F1,EIF3A 
E2F1,EID1 
E2F1,EGFR 
E2F1,EGF 
E2F1,EDN1 
E2F1,EDIL3 
E2F1,DYNC2H1 
E2F1,DYNC1I2 
E2F1,DUSP11 
E2F1,DPH5 
E2F1,DPH2 
E2F1,DPF2 
E2F1,DOCK10 
E2F1,DNAAF2 
E2F1,DIRAS2 
E2F1,DHRS2 
E2F1,1-Dec 
E2F1,DDO 
E2F1,DDIT4 
E2F1,DCLRE1C 
E2F1,CYR61 
E2F1,CYC1 
E2F1,CXorf57 
E2F1,CXCR4 
E2F1,CX3CL1 
E2F1,CUZD1 
E2F1,CUL5 
E2F1,CTBS 
E2F1,CSRNP3 
E2F1,CRYBG3 
E2F1,CPT1A 
E2F1,COX6A2 
E2F1,COX15 
E2F1,COQ2 
E2F1,CNIH4 
E2F1,CLTC 
E2F1,CLDN5 
E2F1,CLASP2 
E2F1,CHST15 
E2F1,CHKA 
E2F1,CETP 
E2F1,CELF1 
E2F1,CEL 
E2F1,CECR1 
E2F1,CDKN2C 
E2F1,CDKN2A 
E2F1,CDH5 
E2F1,CDH20 
E2F1,CDCA3 
E2F1,CD74 
E2F1,CD72 
E2F1,CD6 
E2F1,CD320 
E2F1,CCT8 
E2F1,CCL17 
E2F1,ABCA1 
E2F1,CCDC7 
E2F1,CBLN1 
E2F1,CASR 
E2F1,CASP10 
E2F1,CARHSP1 
E2F1,CALR 
E2F1,CALM1 
E2F1,C1orf123 
E2F1,C1S 
E2F1,C16orf62 
E2F1,C11orf71 
E2F1,BTRC 
E2F1,BTN3A3 
E2F1,BTG4 
E2F1,BTBD7 
E2F1,BMP8B 
E2F1,BLVRA 
E2F1,BIK 
E2F1,BECN1 
E2F1,BEAN1 
E2F1,BDH1 
E2F1,BCL10 
E2F1,B9D1 
E2F1,ATP6V1E1 
E2F1,ATP6V0B 
E2F1,ASCC2 
E2F1,ARPC5L 
E2F1,ARNT 
E2F1,ARMC8 
E2F1,ARC 
E2F1,APP 
E2F1,APLP1 
E2F1,APAF1 
E2F1,RB1 
E2F1,CDK2 
E2F1,CCNA2 
E2F1,CCNA1 
E2F1,AARS 
E2F1,AASDHPPT 
E2F2,CDK2 
E2F2,RB1 
E2F2,BRD2 
E2F2,DCTN3 
E2F2,DOCK9 
E2F2,ERH 
E2F2,H2AFZ 
E2F2,IGFBP3 
E2F2,MPPED2 
E2F2,N4BP2L1 
E2F2,PRRG3 
E2F2,RAD51 
E2F2,SALL1 
E2F2,SCN8A 
E2F2,WRAP73 
E2F2,ACSL1 
E2F2,ACTR6 
E2F2,ADD3 
E2F2,AGPAT4 
E2F2,AMPD3 
E2F2,AOC2 
E2F2,AOC3 
E2F2,ARID3B 
E2F2,ARL6IP5 
E2F2,ARMC4 
E2F2,ASB9 
E2F2,BECN1 
E2F2,BIK 
E2F2,BLVRA 
E2F2,BTBD7 
E2F2,C16orf62 
E2F2,C1S 
E2F2,C1orf123 
E2F2,CASR 
E2F2,CBLN1 
E2F2,CCDC33 
E2F2,CCNE1 
E2F2,CCNE2 
E2F2,CCP110 
E2F2,CD320 
E2F2,CDC45 
E2F2,CDCA3 
E2F2,CDKN2C 
E2F2,CELF1 
E2F2,CLASP2 
E2F2,CLIP1 
E2F2,CLTC 
E2F2,DCAF7 
E2F2,DCLK1 
E2F2,1-Dec 
E2F2,DNAAF2 
E2F2,DPF2 
E2F2,DPH5 
E2F2,DYNC2H1 
E2F2,EIF3A 
E2F2,ELOVL6 
E2F2,ENAH 
E2F2,EPM2A 
E2F2,EXT2 
E2F2,GATA3 
E2F2,GCHFR 
E2F2,GIF 
E2F2,GNAS 
E2F2,GRIA4 
E2F2,GTF2E1 
E2F2,HESX1 
E2F2,HIST1H2BL 
E2F2,IQCK 
E2F2,KCNC4 
E2F2,KIAA0586 
E2F2,LBR 
E2F2,LOC51145 
E2F2,LPGAT1 
E2F2,LRP3 
E2F2,MAPRE1 
E2F2,MBD5 
E2F2,MED17 
E2F2,MFSD10 
E2F2,MOB3B 
E2F2,MOSPD3 
E2F2,MPST 
E2F2,MRPL3 
E2F2,MUT 
E2F2,MXI1 
E2F2,MYL12A 
E2F2,N4BP1 
E2F2,NAIP 
E2F2,NDUFA7 
E2F2,NDUFAB1 
E2F2,NEK2 
E2F2,NIP7 
E2F2,NOL9 
E2F2,NOP14 
E2F2,NPEPL1 
E2F2,NT5DC3 
E2F2,OAS2 
E2F2,OAT 
E2F2,P2RY2 
E2F2,PALB2 
E2F2,PAPPA 
E2F2,PCOLCE 
E2F2,PDC 
E2F2,PEF1 
E2F2,PFDN5 
E2F2,PHLDB1 
E2F2,PIK3R5 
E2F2,PITX2 
E2F2,PLAU 
E2F2,PLAUR 
E2F2,POLE2 
E2F2,PRDM1 
E2F2,PRKACA 
E2F2,PTGS2 
E2F2,RAP1GAP 
E2F2,RDH16 
E2F2,RPS6KB1 
E2F2,RTN4 
E2F2,RTP4 
E2F2,SCML1 
E2F2,SCYL2 
E2F2,SERPINE1 
E2F2,SLC15A1 
E2F2,SLC2A3 
E2F2,SNTB2 
E2F2,SSFA2 
E2F2,SSR4 
E2F2,SSTR1 
E2F2,ST6GAL1 
E2F2,STXBP1 
E2F2,STXBP5L 
E2F2,SUZ12 
E2F2,TAF11 
E2F2,TAF1C 
E2F2,TAF5L 
E2F2,TGFB2 
E2F2,TH 
E2F2,TMUB2 
E2F2,TNFRSF10D 
E2F2,TNS3 
E2F2,TP73 
E2F2,TRMT12 
E2F2,TRPM2 
E2F2,TUBA4A 
E2F2,UBP1 
E2F2,USP1 
E2F2,UTRN 
E2F2,VPS11 
E2F2,VPS4A 
E2F2,YIPF1 
E2F2,ZCCHC8 
E2F2,ZFC3H1 
E2F2,ZNF292 
E2F2,ZNF614 
E2F2,CCNA1 
E2F2,CCNA2 
E2F3,BECN1 
E2F3,CCNE1 
E2F3,CCNE2 
E2F3,CDC45 
E2F3,PLAU 
E2F3,PLAUR 
E2F3,CCNA1 
E2F3,CCNA2 
E2F3,CDK2 
E2F3,RB1 
E2F3,SERPINE1 
E2F3,SUZ12 
E2F3,TP73 
E2F4,TBL2 
E2F4,TEAD4 
E2F4,TERT 
E2F4,TFAM 
E2F4,TFAP2C 
E2F4,TFRC 
E2F4,THOP1 
E2F4,TK1 
E2F4,TOP1 
E2F4,TOP2A 
E2F4,TP53 
E2F4,TP73 
E2F4,TRAF2 
E2F4,TRIB3 
E2F4,TSNAX 
E2F4,TTK 
E2F4,TYMS 
E2F4,UMPS 
E2F4,USP25 
E2F4,VCP 
E2F4,VHL 
E2F4,VPS4A 
E2F4,WEE1 
E2F4,XRCC2 
E2F4,YWHAH 
E2F4,ZFP36L1 
E2F4,ZNF224 
E2F4,ZNF267 
E2F4,ABCA1 
E2F4,ABCG1 
E2F4,ACTA1 
E2F4,ACTR5 
E2F4,ADARB1 
E2F4,AKR7A2 
E2F4,ALDH5A1 
E2F4,APRT 
E2F4,ARHGDIG 
E2F4,ATM 
E2F4,ATN1 
E2F4,AURKB 
E2F4,BARD1 
E2F4,BCL11A 
E2F4,BECN1 
E2F4,BIRC5 
E2F4,BRCA1 
E2F4,BUB3 
E2F4,CALB2 
E2F4,CALM1 
E2F4,CALR 
E2F4,CAV1 
E2F4,CBS 
E2F4,CCNA2 
E2F4,CCND1 
E2F4,CDC37L1 
E2F4,CDC45 
E2F4,CDH13 
E2F4,CDK1 
E2F4,CDK2 
E2F4,RBL1 
E2F4,RBL2 
E2F4,SMAD2 
E2F4,SMAD3 
E2F4,SMAD4 
E2F4,SLC25A14 
E2F4,SLC3A2 
E2F4,SLC44A4 
E2F4,SLC6A3 
E2F4,SLCO4A1 
E2F4,SMARCA4 
E2F4,SMARCB1 
E2F4,SMC2 
E2F4,SP1 
E2F4,SPN 
E2F4,SPO11 
E2F4,SRRM2 
E2F4,SRSF8 
E2F4,SS18L1 
E2F4,STAM 
E2F4,SUPT4H1 
E2F4,SUZ12 
E2F4,SYNGR1 
E2F4,RPS8 
E2F4,RRM1 
E2F4,S100A6 
E2F4,SFPQ 
E2F4,SH3BGR 
E2F4,SIRPA 
E2F4,SKP1 
E2F4,SLC10A3 
E2F4,SLC25A4 
E2F4,CENPE 
E2F4,CHEK1 
E2F4,CIB2 
E2F4,CKS1B 
E2F4,CKS2 
E2F4,COL4A1 
E2F4,COL4A2 
E2F4,COX7C 
E2F4,CSE1L 
E2F4,CSF1 
E2F4,CSTF1 
E2F4,CTH 
E2F4,CUTC 
E2F4,CYP1B1 
E2F4,DBF4 
E2F4,BACH1 
E2F4,BRD2 
E2F4,CBX5 
E2F4,CDC25A 
E2F4,CDC6 
E2F4,CREG1 
E2F4,DLEU1 
E2F4,E2F3 
E2F4,FAM173A 
E2F4,FPGT 
E2F4,GINS1 
E2F4,GLUD1 
E2F4,H2AFZ 
E2F4,HNRNPD 
E2F4,KDM6A 
E2F4,KRT19 
E2F4,MAP3K7 
E2F4,MCM3 
E2F4,MCM5 
E2F4,MCM6 
E2F4,METTL3 
E2F4,MYC 
E2F4,MYCN 
E2F4,PCNA 
E2F4,POLA2 
E2F4,POLD2 
E2F4,RAD51 
E2F4,RB1 
E2F4,RBL1 
E2F4,RPS6 
E2F4,SAYSD1 
E2F4,SMC4 
E2F4,STMN1 
E2F4,SUV39H1 
E2F4,TMPO 
E2F4,UNG 
E2F4,DECR2 
E2F4,DHFR 
E2F4,DMRT1 
E2F4,DPP4 
E2F4,DRG1 
E2F4,DUT 
E2F4,E2F2 
E2F4,EGR4 
E2F4,EIF2B2 
E2F4,EIF4H 
E2F4,EXOSC9 
E2F4,F3 
E2F4,FANCC 
E2F4,FDFT1 
E2F4,FEN1 
E2F4,FGF7 
E2F4,FST 
E2F4,G6PD 
E2F4,GABPA 
E2F4,GABRA5 
E2F4,GADD45A 
E2F4,GNAS 
E2F4,GYPC 
E2F4,HIST2H2BE 
E2F4,HLTF 
E2F4,HMGB1 
E2F4,HMGB3 
E2F4,HMGN2 
E2F4,HMMR 
E2F4,HNF4A 
E2F4,HPGD 
E2F4,HRH3 
E2F4,HSPD1 
E2F4,HTRA1 
E2F4,ID3 
E2F4,IFNAR2 
E2F4,IL2RA 
E2F4,INSIG1 
E2F4,ITGB3BP 
E2F4,JUN 
E2F4,KHDRBS1 
E2F4,KIF22 
E2F4,KIF4A 
E2F4,KLF10 
E2F4,KLHL21 
E2F4,KLK3 
E2F4,LGALS1 
E2F4,LIME1 
E2F4,MAD2L1 
E2F4,MAPRE1 
E2F4,MBP 
E2F4,MKI67 
E2F4,MLH1 
E2F4,MRPL12 
E2F4,MSH2 
E2F4,MT3 
E2F4,MTHFD1 
E2F4,MYT1 
E2F4,NAP1L4 
E2F4,NCL 
E2F4,NCR2 
E2F4,NDC80 
E2F4,NEK2 
E2F4,NFE2L1 
E2F4,NFKB2 
E2F4,NFYA 
E2F4,NKTR 
E2F4,NOL3 
E2F4,NXT1 
E2F4,OGFR 
E2F4,ORC1 
E2F4,PARK7 
E2F4,PCNT 
E2F4,PDE9A 
E2F4,PDXK 
E2F4,PIGQ 
E2F4,PIM2 
E2F4,PKN2 
E2F4,PLCG1 
E2F4,PLK1 
E2F4,PLSCR1 
E2F4,PLSCR4 
E2F4,POLD1 
E2F4,POLE2 
E2F4,POLR2D 
E2F4,POLR2F 
E2F4,POLR3D 
E2F4,PPIA 
E2F4,PPP1R3C 
E2F4,PPP2R2B 
E2F4,PRC1 
E2F4,PRIM2 
E2F4,PRKCSH 
E2F4,PRKDC 
E2F4,PRKG2 
E2F4,PRNP 
E2F4,PRPSAP1 
E2F4,PSMA7 
E2F4,PSMB8 
E2F4,PTGS2 
E2F4,PTTG1 
E2F4,PWP2 
E2F4,RABIF 
E2F4,RAD54L 
E2F4,REL 
E2F4,RFC2 
E2F4,RFC3 
E2F4,RFC4 
E2F4,RIPK2 
E2F4,RPA3 
E2F4,RPL23A 
E2F4,RPS15 
E2F4,RPS4X 
E2F5,SMAD2 
E2F5,SMAD3 
E2F5,SMAD4 
E2F5,MYC 
E2F5,RBL2 
E2F5,RBL1 
E2F6,BECN1 
E2F6,SUZ12 
EGR1,AKR1B1 
EGR1,TGFB1 
EGR1,SYN1 
EGR1,SOS1 
EGR1,PTP4A1 
EGR1,PSEN2 
EGR1,POR 
EGR1,PDGFB 
EGR1,PCSK2 
EGR1,IMPDH2 
EGR1,IL2RB 
EGR1,FGFR3 
EGR1,ELK1 
EGR1,CTNNB1 
EGR1,CRABP2 
EGR1,CEBPB 
EGR1,CDK5 
EGR1,CD19 
EGR1,CAT 
EGR1,ATP2A2 
EGR1,ALOX5 
EGR1,ACHE 
EGR1,ABCA2 
EGR1,ABCB1 
EGR1,ACE 
EGR1,ANGPTL4 
EGR1,ANKRD1 
EGR1,APOA1 
EGR1,AR 
EGR1,AREG 
EGR1,BAX 
EGR1,BCL2 
EGR1,CCKBR 
EGR1,CCL5 
EGR1,CCND1 
EGR1,CD28 
EGR1,CD44 
EGR1,CD69 
EGR1,CD9 
EGR1,CDH13 
EGR1,CHGA 
EGR1,CNTN1 
EGR1,COL2A1 
EGR1,DUSP4 
EGR1,EGFR 
EGR1,EPX 
EGR1,F3 
EGR1,FAS 
EGR1,FASN 
EGR1,FCER2 
EGR1,FGF13 
EGR1,FGF2 
EGR1,FLT1 
EGR1,FLT3 
EGR1,FN1 
EGR1,GCG 
EGR1,GDF15 
EGR1,GLYAT 
EGR1,HSD11B2 
EGR1,IFNG 
EGR1,IL2 
EGR1,IL6 
EGR1,JUN 
EGR1,KCNH4 
EGR1,LTB 
EGR1,MMP14 
EGR1,MYB 
EGR1,NUDT6 
EGR1,PDGFC 
EGR1,PECAM1 
EGR1,PLAU 
EGR1,PPARG 
EGR1,PTEN 
EGR1,PTGES 
EGR1,RB1 
EGR1,RELA 
EGR1,RET 
EGR1,SERPINE1 
EGR1,SLC1A4 
EGR1,SLC5A5 
EGR1,SOD1 
EGR1,SYN2 
EGR1,TFPI2 
EGR1,TGFBR2 
EGR1,THBS1 
EGR1,THPO 
EGR1,TIMP1 
EGR1,TIMP2 
EGR1,TIMP3 
EGR1,TNF 
EGR1,TP53 
EGR1,TPO 
EGR1,VAMP2 
EGR1,VEGFA 
EGR1,VEGFB 
EGR1,WT1 
EGR1,SPINT1 
EGR1,TP73 
EGR2,BSG 
EGR2,ABCB1 
EGR2,TP73 
EGR2,HOXB2 
EGR2,SPINT1 
EGR2,FAS 
EGR2,HOXA2 
EGR2,FASN 
EGR3,TP73 
EGR3,CD69 
EGR3,SPINT1 
EGR4,TNF 
EGR4,IL2 
EIF2AK2,IRF1 
EIF2AK2,MAPK11 
EIF2AK2,MAPK12 
EIF2AK2,EIF2S1 
EIF2AK2,MAPK13 
EIF2AK2,NFKBIA 
EIF2AK2,NFE2L2 
EIF2AK2,MAPK14 
ELK1,SRF 
ELK1,SLC6A4 
ELK1,PSEN1 
ELK1,PRL 
ELK1,PRKCI 
ELK1,EGR1 
ELK1,FUT4 
ELK1,KCNMA1 
ELK1,KCNMB1 
ELK1,MAPK1 
ELK1,MAPK3 
ELK1,MCL1 
ELK1,PDGFB 
ELK1,PLAT 
ELK1,SRF 
ELK1,MAPK9 
ELK1,MAPK8 
ELK1,MAPK3 
ELK1,MAPK14 
ELK1,MAPK13 
ELK1,MAPK12 
ELK1,MAPK11 
ELK1,MAPK10 
ELK1,MAPK1 
ELK1,XIAP 
ELK1,VAV1 
ELK1,TWF2 
ELK1,TNF 
ELK1,ACTG2 
ELK1,BIRC2 
ELK1,BIRC3 
ELK1,CA9 
ELK1,CCND1 
ELK1,CCND2 
ELK1,CCND3 
ELK1,CCT8 
ELK1,ERBB2 
ELK1,FOS 
ELK1,ACTA1 
ELK1,ACTA2 
ELK3,FOS 
ELK4,MAPK1 
ELK4,MAPK11 
ELK4,MAPK12 
ELK4,MAPK13 
ELK4,SRF 
ELK4,MAPK14 
ELK4,FOS 
ELK4,MAPK3 
EP300,CAMK4 
EP300,TP53 
EP300,TCF7L2 
EP300,TCF7L1 
EP300,TCF7 
EP300,STAT6 
EP300,STAT5B 
EP300,STAT5A 
EP300,STAT4 
EP300,STAT3 
EP300,STAT2 
EP300,STAT1 
EP300,SMAD4 
EP300,SMAD3 
EP300,SMAD2 
EP300,RBPJL 
EP300,RBPJ 
EP300,PRKX 
EP300,PRKACG 
EP300,PRKACB 
EP300,PRKACA 
EP300,LEF1 
EP300,HIF1A 
EP300,EPAS1 
EP300,CTNNB1 
EP300,CREB3L2 
EP300,CREB3L1 
EP300,CREB3 
EP300,CREB1 
EP300,ATF4 
EP300,CDKN2B 
EP300,MITF 
EPAS1,ARNT2 
EPAS1,CREBBP 
EPAS1,CUL2 
EPAS1,EGLN1 
EPAS1,VEGFA 
EPAS1,EGLN3 
EPAS1,EP300 
EPAS1,RBX1 
EPAS1,TCEB1 
EPAS1,TCEB2 
EPAS1,VHL 
EPAS1,CA9 
EPAS1,FLT1 
EPAS1,IKBKG 
EPAS1,KDR 
EPAS1,NOS3 
EPAS1,PDGFB 
EPAS1,PGF 
EPAS1,SERPINE1 
EPAS1,SLC2A1 
EPAS1,TEK 
EPAS1,TGFA 
EPAS1,TGFB1 
EPAS1,TGFB2 
EPAS1,TGFB3 
EPAS1,VEGFB 
EPAS1,VEGFC 
EPAS1,ARNT 
ERG,ESR1 
ERG,FLT1 
ERG,HMOX1 
ERG,ICAM2 
ERG,JUN 
ERG,MMP2 
ERG,MMP3 
ERG,TNNC1 
ERG,TNC 
ERG,TGFBR2 
ERG,SETDB1 
ERG,POU4F1 
ERG,ANPEP 
ERG,CD19 
ERG,CDH5 
ERG,COL11A2 
ERG,VWF 
ERG,VIM 
ERG,MMP9 
ERG,NOS3 
ESPL1,STAG1 
ESPL1,STAG2 
ESPL1,SMC3 
ESPL1,PTTG1 
ESPL1,PTTG2 
ESPL1,RAD21 
ESPL1,REC8 
ESPL1,SMC1A 
ESR1,DFFB 
ESR1,GADD45G 
ESR1,SOCS2 
ESR1,TFAP2C 
ESR1,WNT7A 
ESR1,WISP2 
ESR1,UBE3A 
ESR1,UBE2L3 
ESR1,TSC22D3 
ESR1,TNFRSF11B 
ESR1,TIMP4 
ESR1,TGFA 
ESR1,TFF1 
ESR1,TERT 
ESR1,TAC3 
ESR1,STAT5A 
ESR1,SRC 
ESR1,SP3 
ESR1,SP1 
ESR1,SOCS3 
ESR1,SMARCA2 
ESR1,SMARCA1 
ESR1,SMAD4 
ESR1,SHC1 
ESR1,SERPINE1 
ESR1,SERPINB9 
ESR1,SERPINB5 
ESR1,SELE 
ESR1,RUNX2 
ESR1,REXO4 
ESR1,REN 
ESR1,RARA 
ESR1,PTPRG 
ESR1,PTMA 
ESR1,PSG1 
ESR1,PPARG 
ESR1,POU1F1 
ESR1,PNRC1 
ESR1,PIK3CA 
ESR1,PGR 
ESR1,PELP1 
ESR1,OXT 
ESR1,NT5E 
ESR1,NR3C2 
ESR1,NR0B2 
ESR1,NOS3 
ESR1,NOS2 
ESR1,NOL3 
ESR1,NCOR1 
ESR1,NCOA3 
ESR1,NCOA2 
ESR1,NCOA1 
ESR1,MYC 
ESR1,MYB 
ESR1,MMP26 
ESR1,MEP1B 
ESR1,MDM2 
ESR1,MACROD1 
ESR1,LTF 
ESR1,KRT19 
ESR1,KAT2B 
ESR1,JUNB 
ESR1,JUN 
ESR1,ITGB1 
ESR1,ITGA2 
ESR1,IGF1 
ESR1,IFNAR1 
ESR1,HSPB1 
ESR1,HOXA10 
ESR1,GRIN2D 
ESR1,GNRH1 
ESR1,GADD45B 
ESR1,GADD45A 
ESR1,FOXO1 
ESR1,FOS 
ESR1,FBLN1 
ESR1,F12 
ESR1,ESRRA 
ESR1,ERG 
ESR1,EGFR 
ESR1,EGF 
ESR1,EBAG9 
ESR1,E2F1 
ESR1,CYR61 
ESR1,CYP27B1 
ESR1,CYP1B1 
ESR1,CYP1A1 
ESR1,CYP19A1 
ESR1,CXCL12 
ESR1,CRYZ 
ESR1,CRHBP 
ESR1,CGA 
ESR1,CDKN1A 
ESR1,CDH1 
ESR1,CCND1 
ESR1,CAV2 
ESR1,CAV1 
ESR1,CAD 
ESR1,C3 
ESR1,BTF3P11 
ESR1,BMP6 
ESR1,AVP 
ESR1,APOE 
ESR1,APOA1 
ESR1,ANGPTL4 
ESR1,AKT2 
ESR1,AKT1 
ESR2,STAT5A 
ESR2,SMARCA2 
ESR2,TERT 
ESR2,ANGPTL4 
ESR2,C3 
ESR2,CREBBP 
ESR2,CRHBP 
ESR2,CRYZ 
ESR2,CYP27B1 
ESR2,EBAG9 
ESR2,EGFR 
ESR2,FOS 
ESR2,GRIN2D 
ESR2,JUN 
ESR2,MAD2L1 
ESR2,MKNK2 
ESR2,NCOA3 
ESR2,NOS3 
ESR2,OXT 
ESR2,PGR 
ESR2,PNRC1 
ESR2,POU1F1 
ESR2,PPARG 
ESR2,PTPRC 
ESR2,RARA 
ESR2,REXO4 
ESR2,SELE 
ESR2,SERPINE1 
ESR2,SMARCA1 
ETS1,WAS 
ETS1,PDGFRB 
ETS1,PCSK6 
ETS1,PARP1 
ETS1,OAS2 
ETS1,LYZ 
ETS1,LTF 
ETS1,LTC4S 
ETS1,LTB 
ETS1,LIF 
ETS1,LCP1 
ETS1,LCK 
ETS1,KRT18 
ETS1,KIT 
ETS1,KDR 
ETS1,KCNMB1 
ETS1,JAK3 
ETS1,JAG2 
ETS1,ITGB3 
ETS1,ITGAX 
ETS1,ITGA5 
ETS1,ITGA4 
ETS1,ITGA2B 
ETS1,IL5 
ETS1,IL3 
ETS1,IL2RB 
ETS1,IL2 
ETS1,IL13RA2 
ETS1,IL12B 
ETS1,IL10 
ETS1,IFNG 
ETS1,IER5 
ETS1,ICAM4 
ETS1,HPSE 
ETS1,HPGD 
ETS1,HMOX1 
ETS1,GZMB 
ETS1,GRPR 
ETS1,GP9 
ETS1,GP6 
ETS1,GATA1 
ETS1,GABPA 
ETS1,FOXD1 
ETS1,FOSL1 
ETS1,FOS 
ETS1,FLT1 
ETS1,FGL2 
ETS1,FGFBP1 
ETS1,FCAR 
ETS1,F13A1 
ETS1,ETV4 
ETS1,ETS2 
ETS1,ETS1 
ETS1,ERBB2 
ETS1,ENG 
ETS1,EIF4G1 
ETS1,EGR1 
ETS1,ECE1 
ETS1,EBI3 
ETS1,DNTT 
ETS1,DAD1 
ETS1,CYP27B1 
ETS1,CTSB 
ETS1,CSNK2B 
ETS1,CSNK2A2 
ETS1,CSNK2A1 
ETS1,CSN2 
ETS1,CSF3R 
ETS1,CSF2 
ETS1,COX4I1 
ETS1,COPS2 
ETS1,CIITA 
ETS1,CHUK 
ETS1,CDKN1B 
